"Start","End","Week_2020_01","Week_2020_02","Week_2020_03","Week_2020_04","Week_2020_05","Week_2020_06","Week_2020_07","Week_2020_08","Week_2020_09","Week_2020_10","Week_2020_11","Week_2020_12","Week_2020_13","Week_2020_14","Week_2020_15","Week_2020_16","Week_2020_17","Week_2020_18","Week_2020_19","Week_2020_20","Week_2020_21","Week_2020_22","Week_2020_23","Week_2020_24","Week_2020_25","Week_2020_36","Week_2020_37","Week_2020_38","Week_2020_39","Week_2020_40","Week_2020_41","Week_2020_42","Week_2020_43","Week_2020_44","Week_2020_45","Week_2020_46","Week_2020_47","Week_2020_48","Week_2020_49","Week_2020_50","Week_2020_51"
"Caravaggio","Rovato",1984,6111,6205,8223,4892,6772,5759,3118,2757,4254,206,5743,4563,4296,8810,2906,3804,5828,7477,8446,2789,5467,1913,3348,8228,2036,5184,4552,2359,6900,1979,4372,923,6503,7337,2833,8147,4799,5452,9095,9078
"Caravaggio","Seriate",7432,236,2287,542,333,5246,8102,6872,6203,6153,3293,6037,9820,5994,2644,3020,2339,8063,3538,5103,3789,8704,9198,2604,7134,876,3999,3008,1074,4513,6678,9292,3566,9493,2824,7165,7312,1593,4399,2144,6947
"Caravaggio","Stezzano",9988,8615,6593,5206,2171,8969,3475,7572,3296,236,2375,2183,3666,4787,4590,4293,1163,6356,9071,6278,5036,5285,6398,7953,5757,7227,5979,5115,8731,1999,1268,9652,1695,8384,4674,3327,3637,6030,1776,7878,704
"Caravaggio","Terno d'Isola",2273,8335,8899,9345,2167,4330,8981,9969,3214,1241,8034,387,5635,6450,4875,6707,7111,992,8695,557,6000,9786,1099,2035,7248,7247,2304,6341,7850,7519,361,6230,9173,5510,2254,1586,7294,9944,8599,6808,8410
"Caravaggio","Treviglio",6254,7936,21,7521,18,1859,309,4690,8247,3177,5104,1355,7626,3553,8105,420,2411,5735,8343,2784,1351,8375,1800,2188,131,9530,5595,3894,5414,71,8982,7570,8043,9841,9681,8984,7164,8918,4790,3177,5008
"Caravaggio","Verdellino",8308,2985,2789,8384,7416,2558,2023,890,4393,1790,740,6989,9286,7563,6985,3347,699,7060,9209,323,6239,3680,7149,9402,2194,8249,6719,9132,2117,2084,7769,5592,5294,4544,8559,697,6778,6990,1381,1364,5736
"Caravaggio","Verona",1295,1913,8647,6197,1845,2946,6618,632,6917,9293,6337,7750,7758,4594,4854,2436,9769,1321,2266,7861,2161,6779,8178,297,9643,1012,5594,3568,5416,2648,5404,2199,3571,5129,4330,458,8126,1161,5989,4744,2230
"Chiari","Albano Sant'Alessandro",7375,6643,9606,991,8902,9638,1741,2000,9772,8659,3054,7392,7351,1853,9552,3052,3082,4782,3283,7709,2082,2353,7939,209,1343,1649,4563,5554,6698,5042,3668,2099,2606,1034,6831,6369,2001,971,5006,5528,1914
"Chiari","Arcene",2791,7364,3698,1724,5226,6751,7417,9074,8201,190,3757,9102,9054,2518,9191,2252,3639,5161,2927,6102,8782,3171,1109,6201,9685,299,1352,9075,7201,6510,9668,1578,7962,2823,7887,5980,6034,2768,9736,4561,6411
"Chiari","Bariano",9240,7996,1800,4248,8653,5204,4136,5814,7625,9742,35,4779,5389,2578,7482,2934,8775,7254,9714,4576,4135,2476,2666,8099,9110,3181,5609,5808,3065,6971,4899,5761,9202,3379,5628,4863,7504,733,1622,3973,3454
"Chiari","Bergamo",6511,4398,3218,4186,2579,493,2704,230,5475,9417,5214,9857,9063,8100,5052,2580,129,8810,3382,8573,4976,7552,518,2028,5649,7210,9336,7829,6627,603,9610,607,4713,5803,7590,6993,444,4654,996,2189,7631
"Chiari","Brescia",6715,8121,5308,3980,7781,4080,1490,2596,1275,7693,575,4628,7503,3020,764,7609,4461,4447,9717,8970,4855,7189,9672,9516,2360,2866,8248,2565,8413,345,9385,2399,2994,8358,1647,3389,6734,1355,2516,3992,7647
"Chiari","Calusco d'Adda",805,8948,5153,4494,4885,2243,4201,6194,6596,2810,5912,5142,9890,9275,8151,2809,5886,8851,8170,958,3913,7200,3177,7208,6793,9850,315,6078,2877,1441,2603,9972,9054,9813,6209,4010,9724,5955,4489,9919,417
"Chiari","Caravaggio",1145,4459,4857,7608,4150,9607,9004,8912,7754,3500,3966,7138,3102,8144,9244,7001,4061,6081,5401,9602,8685,8979,9605,9709,7648,1529,9525,4801,9545,7995,7412,1508,1071,6191,4790,7892,7555,501,2288,9936,9260
"Chiari","Chiari",8051,9495,8295,3426,4842,2523,7414,6152,3412,6761,4418,8007,2597,69,8498,8694,8441,30,9638,5434,9663,4223,1808,7126,9520,5548,5625,5341,7724,4153,7984,6300,4473,7318,252,2894,6036,1672,2256,2929,9602
"Chiari","Chiuduno",9691,7756,5590,3640,3072,4101,1231,3520,372,8051,4690,3905,4116,2180,7430,6259,6489,7484,6911,5668,7152,4914,1188,2130,8082,6383,4808,2109,3046,353,9689,8698,7985,6063,9312,9768,446,1809,3415,7143,6340
"Chiari","Cividate al Piano",8018,7819,4301,11,2967,2986,7847,4230,2659,7746,6847,7223,6909,8845,9698,1909,7690,3368,9333,3045,7936,6943,6969,7152,889,1994,349,4387,4089,8441,8657,752,7501,9447,8988,4498,8402,4508,9818,4268,4637
"Chiari","Coccaglio",9258,5688,3093,1765,858,1290,4988,9528,8302,4604,2252,5943,7681,4503,3066,735,6462,8862,72,2097,3154,8925,3774,8881,9980,3606,8946,4277,3192,7894,9967,7779,5499,5520,8263,2094,1843,4987,1459,1907,3055
"Chiari","Cologne",7715,7296,3941,1070,2220,3391,740,2990,3695,3472,1628,7846,3081,4863,2490,2367,2616,693,157,8281,4210,5906,5944,8084,6842,5722,6168,5821,1340,4323,269,667,9429,5894,7644,6537,6269,6809,2646,1098,513
"Chiari","Desenzano del Garda",7913,2272,6295,7973,5757,602,8655,761,3229,4606,6841,7827,4259,5569,4456,2424,9032,2994,5926,1239,7397,9385,1221,1374,8446,516,4287,7879,2516,4887,4777,2181,2697,2864,3833,4378,6190,8677,8061,9098,3473
"Chiari","Grumello del Monte",4009,5564,2717,2579,1901,1266,6904,5885,4053,6343,4296,5220,7533,5582,2872,3812,6761,5019,4733,9765,7304,1137,5970,332,9126,7655,4839,4305,334,8033,5773,4122,8446,1255,1767,362,1085,5997,2084,9277,833
"Chiari","IS area",2839,4638,9580,6677,3485,7742,6649,4818,351,298,9966,2283,8460,400,2289,7239,6341,9429,4831,8587,2550,9748,3389,1281,5861,2629,6173,8476,6548,9157,3921,6975,2936,2203,5445,7084,2790,4133,9582,9441,1424
"Chiari","Levate",560,4257,1017,2241,7557,8144,2734,1480,8323,2570,4859,3652,5956,7115,1988,9490,836,7902,9366,6148,8143,4844,5778,9464,295,9996,6382,1145,6129,1654,866,7745,7853,630,6166,662,725,1163,2621,4460,3023
"Chiari","Montello",6972,2764,6883,5745,8624,2495,3871,6080,5954,4748,2056,7985,950,5548,3832,117,8053,5208,2709,1819,6625,6781,5199,3861,6543,2456,7574,1202,1627,3144,4641,5673,3931,4961,1668,7835,2080,5544,1128,1287,6067
"Chiari","Ospitaletto",256,2970,6278,3393,7758,3433,7721,9923,2757,8244,4827,2911,9071,6520,1674,2571,7255,9360,64,5600,4148,8946,5250,2807,4048,8590,8122,9503,11,2044,6454,4598,4636,8098,8206,4138,4199,866,899,2530,1288
"Chiari","Paderno d'Adda",2386,5168,1554,7846,1171,9038,5472,8198,6782,7325,8737,4243,1007,8649,3371,8643,6277,5036,7314,9912,1331,1892,1096,4520,8306,3136,2109,3925,7103,3001,3044,5267,8487,2244,2681,8644,9629,3798,8155,8817,8954
"Chiari","Palazzolo sull'Oglio",1191,7054,5110,7305,25,142,7814,9592,1617,6949,3812,2324,9504,4012,7488,9336,2362,4310,1944,6097,1780,16,5309,5088,7380,1543,3867,8376,1996,4614,4494,412,3231,2609,3035,8456,7084,205,5675,9070,2460
"Chiari","Peschiera del Garda",3508,1806,9286,9867,678,5330,5453,5650,1144,9106,199,8770,2201,2270,9380,119,7554,3585,305,7827,7274,7790,6393,8299,1207,6505,1833,7070,2375,5952,6895,781,828,329,2983,4498,6109,9135,2214,8504,4023
"Chiari","Ponte San Pietro",6788,5226,1332,3132,3253,6813,2720,2115,2639,8949,3032,3547,4203,9404,1548,9599,4136,4394,8981,3798,2814,8770,7398,5091,8621,8866,5208,5964,2608,2865,8981,2249,7818,3980,3169,3872,5249,3833,47,9689,8334
"Chiari","Romano di Lombardia",5576,7527,5269,6967,3047,438,9903,8500,1549,100,6954,8426,8933,9442,8504,4550,7999,4020,9786,7557,974,1412,4697,7048,5233,1522,7887,9825,1730,1120,8065,831,5660,237,6555,1137,8355,2999,6522,3999,2937
"Chiari","Rovato",9757,1797,6431,7491,9703,4438,7404,3852,8134,7606,6622,6856,8473,5595,9071,4967,4981,3904,6091,6040,9559,1474,3646,214,8373,2324,7067,8692,6038,1905,8584,5361,8997,998,5843,4113,5013,388,4380,1525,5593
"Chiari","Seriate",6902,5807,4983,801,4855,6669,1754,5801,6219,7163,9964,3850,5623,1215,9082,7086,1114,2872,1601,7737,2169,7315,5248,1176,7617,6362,7389,7512,7025,8249,4660,2009,7404,5112,5887,698,7509,2094,1168,7061,5514
"Chiari","Stezzano",7379,7904,8714,2314,1260,8045,3666,8073,9893,5893,1692,6766,6079,1753,5464,8570,4331,8317,3941,884,9408,6551,5092,101,6897,522,8530,4339,6118,7977,92,6656,6998,8578,4332,9955,8779,3286,7705,8806,2589
"Chiari","Terno d'Isola",5039,9229,4812,4018,2422,1962,3391,3298,4514,9550,478,7666,3712,8977,6251,305,9565,9973,809,1936,2832,7394,7668,3914,3763,3659,6477,9751,5712,5682,5179,2293,3845,609,507,4136,7690,3556,2159,4975,8552
"Chiari","Treviglio",9760,4114,6079,480,9518,6192,9687,620,2602,5927,7271,1175,7519,5081,283,5826,7024,9799,3850,9018,1587,1320,9625,3192,5794,1,2480,4292,8450,5104,535,1302,1854,7849,8212,5306,5666,7889,4318,4422,5054
"Chiari","Verdellino",7382,6910,4196,893,6205,3573,8649,440,1081,7725,2166,9074,5908,2652,9105,4861,9609,6920,3279,3029,9780,119,383,2189,6187,2060,728,4253,5806,5068,6236,3564,3253,6202,1703,8848,9338,5193,9482,1759,686
"Chiari","Verona",2232,5048,4551,855,2744,6648,8343,8711,8889,696,5886,744,5714,4111,5371,442,532,8971,255,6167,6792,1942,1888,9649,6213,8495,5956,7112,5331,4215,6228,3418,74,9526,2088,4454,8462,790,7284,6559,8682
"Chiuduno","Albano Sant'Alessandro",5475,631,2962,7958,7503,3420,9192,7832,9629,1085,9940,6213,9864,4831,213,2012,5080,884,3543,2686,1758,7821,7005,5882,7363,2671,2237,5928,1842,802,3603,890,5683,8805,685,4856,553,3889,7569,1546,1072
"Chiuduno","Arcene",7259,6371,4681,6933,4710,1349,8521,4876,6581,7695,3286,6658,181,108,8749,1864,6496,5709,3314,6324,3653,8235,7062,3614,5830,4039,3467,1995,8905,4041,3263,4899,4772,9444,6886,9189,9350,938,6987,6287,4656
"Chiuduno","Bariano",1708,4931,2253,4026,4863,1366,5506,14,8663,1021,3805,9517,5473,3598,239,5032,1795,2830,1124,1701,1663,5191,4415,1859,6017,8696,9446,7097,3755,6153,2509,1310,5857,3770,298,6693,3870,2030,7958,277,9803
"Chiuduno","Bergamo",9046,4294,806,3975,5104,4116,3573,4324,5805,1734,7943,8604,2458,6051,6886,6514,1688,9831,6998,3531,6106,2057,3734,4571,9235,2431,6991,9052,4103,7528,2084,7085,4622,1138,6981,8514,5910,1456,9704,7971,6913
"Chiuduno","Brescia",3865,2109,1718,3928,4219,2838,4283,3892,4572,2835,826,4327,7834,7100,8937,5284,9755,7651,7183,1308,8362,9891,8014,5457,6304,9857,7681,3292,3233,9946,4096,7546,4476,9710,6881,8863,9591,9477,7526,3253,5668
"Chiuduno","Calusco d'Adda",5831,6622,6589,7006,7437,6692,6610,7431,493,9793,6428,117,4637,8319,1243,9657,5683,1651,8544,962,4602,5252,7469,6319,1491,9278,933,1767,1063,4211,1608,8972,1326,278,1333,8607,2613,6174,231,1786,4237
"Chiuduno","Caravaggio",548,2900,3510,1473,1976,4426,3195,8471,5261,3745,7217,133,4310,5764,9686,3396,1780,8430,3999,721,8376,9692,6110,8337,4763,726,6233,6141,4350,3517,8610,5006,2332,77,3899,7898,7656,2730,833,8538,9519
"Chiuduno","Chiari",3737,2624,7641,7676,384,2336,2226,2942,6568,6288,9606,5026,3614,9714,7541,8029,9871,1714,8174,2480,9967,7867,1394,7277,7232,7253,1304,8302,18,5143,5413,9675,8911,8667,6656,4142,8178,5928,1942,8232,366
"Chiuduno","Chiuduno",8728,473,8134,1062,5109,6157,8815,7730,4057,8076,4858,3690,1017,3828,2451,8706,1765,9542,3135,7356,4216,3425,3772,2724,9086,4382,7092,4038,1138,6400,2145,8435,4414,9561,577,444,8871,4594,5750,1483,7268
"Chiuduno","Cividate al Piano",6843,5011,9967,1785,5938,7726,4217,758,2061,4798,361,7557,7668,9682,7641,7986,7530,4858,295,3783,2401,3084,9914,6794,5877,2810,7622,6218,6988,4591,1343,1895,9814,8079,666,9720,1143,1477,3702,5088,192
"Chiuduno","Coccaglio",1798,3820,3485,5504,8711,578,768,1443,6285,8478,9963,4331,3600,1468,9209,4324,5537,7341,5396,9417,2765,1220,4212,5038,7409,2489,8678,5111,5292,3874,5256,2893,1578,534,5817,2054,3854,4071,4474,3243,1747
"Chiuduno","Cologne",4468,6785,7575,2381,2460,2818,439,29,3063,9320,7551,5110,1194,8777,647,741,7881,3582,4319,1724,2030,8297,1305,8939,8661,8706,7506,6806,3540,4967,1139,6243,796,9528,8329,9621,7833,8152,9467,4227,8808
"Chiuduno","Desenzano del Garda",8550,8400,3625,7131,1073,6261,8633,5298,1289,4404,9750,475,8987,1744,4510,9884,7092,7297,2147,8864,5160,3801,1492,2928,9278,4846,2098,4026,2945,5803,989,7318,546,6489,2420,6026,7648,2840,7892,3600,9780
"Chiuduno","Grumello del Monte",9106,237,7628,7366,5092,660,4044,6234,6121,6459,7175,8742,2078,9436,7035,4969,2116,3451,2604,1887,9217,7266,7415,3177,2736,3147,7414,9979,5898,7857,5549,4640,2335,8374,7332,6358,6143,3825,3023,5758,8269
"Chiuduno","IS area",5123,8861,7385,483,8245,8275,3066,3186,4273,4177,8917,5656,8704,7642,3027,7671,7791,1685,5753,9005,7682,5017,7261,6829,2694,5811,1079,4906,4936,5541,8454,1292,3376,9335,2761,3463,4386,8353,3985,4327,3168
"Chiuduno","Levate",8191,328,4724,5938,2228,577,1827,9535,6550,6991,7293,6162,2650,7635,5351,1284,6543,4721,2430,9312,8982,4518,1033,1756,7583,9239,307,6527,2927,1148,2937,9879,9848,3485,8832,4607,9604,6927,3428,6349,7266
"Chiuduno","Montello",4959,1000,1390,4009,2358,2329,6630,244,1073,4963,9434,8687,6316,3433,1508,7323,1932,1362,2794,2797,6363,1626,8758,79,8633,8456,3624,68,7228,5537,893,7750,3060,247,9822,7871,1535,4172,9739,5814,9147
"Chiuduno","Ospitaletto",7006,8107,5118,9930,5693,6142,4128,1675,842,245,9883,4654,3067,722,1689,9405,2793,8926,904,7790,2380,7746,9895,3056,1782,3777,7418,7229,4462,4449,1113,2303,9508,5727,7397,7081,9548,1002,1232,1725,4290
"Chiuduno","Paderno d'Adda",7451,366,5794,7576,6054,8292,7117,6427,8882,6302,5378,4106,4657,8467,6850,6723,4409,6471,9603,7936,2994,5233,497,8013,7307,1723,6576,1330,8913,2963,960,2075,2186,2047,5059,1215,2819,3523,2507,5215,8027
"Chiuduno","Palazzolo sull'Oglio",8094,6827,3184,3367,258,451,9236,8045,7377,2192,2628,3271,3394,137,1242,9587,5574,2564,2466,7204,4063,5466,9643,8083,5638,4342,342,732,8165,3775,5942,9660,7609,6450,2537,9568,9770,3989,5816,6912,7591
"Chiuduno","Peschiera del Garda",3423,5611,2606,4637,609,7946,3943,451,6811,6460,9528,2014,1119,3160,62,2800,7284,2908,8571,2228,8259,2949,3525,8102,1192,8178,5977,1673,8476,1314,6618,5248,5629,4755,6015,7279,9055,9080,914,6839,9210
"Chiuduno","Ponte San Pietro",2513,5410,4251,760,590,2746,4617,6732,2445,2165,234,1553,8990,8777,379,622,3569,4944,1893,227,5911,9710,572,9638,205,5774,2666,6176,7890,5615,4314,5441,6658,2834,5142,4216,6778,2474,488,4007,2238
"Chiuduno","Romano di Lombardia",4856,7930,3662,92,2691,4153,5471,7743,3095,4840,9017,6633,219,6600,2097,9617,5369,7489,133,4310,3593,3818,4022,246,4812,428,7446,4788,7075,8929,6060,5928,3811,4308,1749,8071,2522,129,1767,2141,6980
"Chiuduno","Rovato",6779,641,4572,2471,470,2005,7680,2046,6768,4507,4072,5930,839,5657,7553,6095,3340,4579,3789,1103,988,9022,2504,8564,9260,4870,9679,874,6956,8918,6632,6420,1719,3745,8563,7924,2042,7398,854,8248,2905
"Chiuduno","Seriate",9592,1340,6570,9791,2582,2264,6148,7893,176,8649,3928,4720,6992,3707,4128,3547,6891,726,4016,6869,6314,4339,5931,4142,8269,7645,5644,8110,9964,6891,2352,304,7611,3715,6115,4057,7536,8698,4484,604,2746
"Chiuduno","Stezzano",1397,6918,3494,6321,7570,8596,2266,419,4339,9925,7323,9910,1726,42,9248,2802,8168,5995,2930,7038,7849,7732,8038,3947,3081,1003,3803,2742,8727,2761,3007,2066,3017,5265,5081,2987,2943,1240,4368,8937,9545
"Chiuduno","Terno d'Isola",1238,8967,1662,3726,7248,189,8147,3831,6849,8869,6819,4623,8753,7986,3948,8890,6561,6245,7494,8068,6052,4884,3283,1394,4094,125,4049,5105,4487,1853,1532,326,6446,3440,5768,3500,6747,820,5004,9701,421
"Chiuduno","Treviglio",3696,8924,9829,7493,7490,2342,5628,2375,2005,5897,3164,9517,7797,4755,3298,8819,4830,1179,8324,1003,2765,3281,5184,3336,3625,4367,8841,7136,932,7243,4309,8352,1545,4211,8035,7820,699,2037,1379,576,6531
"Chiuduno","Verdellino",5634,6151,8647,6142,8725,9417,4524,4945,9999,5502,7933,1562,8661,669,1251,5671,1202,9819,7992,6253,6196,2866,9747,3374,139,2751,9894,3405,8948,8418,6593,2324,4994,1793,751,9390,330,2626,3620,462,8992
"Chiuduno","Verona",1005,2048,607,6747,7058,4715,5745,9809,8934,3451,890,3192,3665,6963,5029,8254,77,3062,3773,2526,2838,327,3614,6232,7657,3690,6998,9977,1184,3738,3277,7751,9602,4948,2871,6900,4485,1714,9939,8951,1626
"Cividate al Piano","Albano Sant'Alessandro",3063,5067,150,6292,8036,2197,6423,5526,2148,9866,7133,7524,7741,2073,4979,2789,8869,1321,8814,7856,3620,9389,4405,6645,9875,2173,2840,8411,130,2257,3666,1996,4177,4619,3033,9239,8197,5129,7643,7533,1263
"Cividate al Piano","Arcene",9164,2675,98,8112,9224,6408,980,69,9728,7387,8843,4127,689,81,7339,9664,2114,8609,6834,9799,6158,4876,1545,2345,2289,5996,601,7114,5868,9774,1035,9212,2476,3935,2951,1754,6192,5550,4018,1678,2983
"Cividate al Piano","Bariano",5550,760,9426,175,3923,3890,7472,7645,809,4359,2131,6492,7859,9068,9605,5148,35,1615,921,7716,2538,4010,4079,6354,9130,7701,6807,6843,1658,3575,4059,6795,9002,4114,919,91,4608,9214,7722,1508,1310
"Cividate al Piano","Bergamo",6923,6575,3105,3928,3969,1853,2671,1836,5014,2053,7326,5131,1558,2177,6177,4161,6707,5340,1226,1072,3586,9372,6547,3944,73,3388,7941,4346,3034,7059,4541,1777,6706,3725,4677,6622,9065,8505,1764,31,4641
"Cividate al Piano","Brescia",7619,6746,9421,3299,6462,2030,2140,1490,4592,8504,2062,3384,6285,9463,2105,803,4084,9706,2123,8345,3817,1781,2502,3558,1766,8903,2320,5666,7451,7300,5189,5453,8733,3825,9523,3728,4560,5637,4600,6490,7194
"Cividate al Piano","Calusco d'Adda",7269,5140,9255,701,7885,3964,928,5102,5852,4819,9400,2865,5065,5461,4745,7832,8920,8049,4100,5511,5484,5215,5841,1941,8511,5870,1330,5406,6950,2681,4710,217,2897,374,1945,8168,3481,8516,7196,3101,9408
"Cividate al Piano","Caravaggio",6284,3850,5948,3252,8804,5235,575,4827,4034,8192,3071,3948,5332,9536,8079,388,3031,4404,3958,7173,715,9513,863,3090,5080,3226,9458,4187,7135,9321,8375,7599,2993,7820,8622,1061,1004,359,7978,8550,3157
"Cividate al Piano","Chiari",3439,2947,9726,4962,1669,6794,7489,5552,2905,1162,6459,6898,1043,4660,3575,7645,5844,1202,4844,975,2855,1683,5232,6725,2641,4927,7403,7099,4200,515,9299,4395,6270,6726,3373,7528,5407,3765,9047,79,3584
"Cividate al Piano","Chiuduno",3625,8124,3762,391,9687,9572,3111,502,4870,3665,8079,3375,1279,8728,4785,4796,5488,3127,564,5572,4931,1720,3582,705,962,7895,9722,6502,8474,1084,1768,8651,7826,6344,9260,5131,3394,9811,8505,2811,9667
"Cividate al Piano","Cividate al Piano",2304,9873,2152,5770,1167,7956,2206,2914,1752,6656,8714,4463,4343,837,4490,6049,9818,3920,5026,9355,5211,7226,2057,7249,5263,5692,161,7801,1764,1771,2501,6971,6961,3218,7999,5148,6916,4701,7873,5846,2046
"Cividate al Piano","Coccaglio",4449,2595,5145,6764,2815,5394,3968,1068,6184,953,8462,3256,7027,1801,224,8003,3376,4968,1284,3577,8164,6320,1862,1935,3094,5973,5617,762,9890,4068,171,7111,2505,13,8398,4314,5524,2013,3681,3466,4821
"Cividate al Piano","Cologne",1161,6170,6631,2311,1603,1877,4751,2166,851,9120,4202,3937,8567,1846,9715,4782,2106,8910,6479,6646,6297,2644,9086,1672,3318,2231,6340,2958,6455,2274,9653,3262,2437,9464,7703,4347,3794,4862,3818,7073,5448
"Cividate al Piano","Desenzano del Garda",3498,2770,5978,4112,1767,8353,5147,7819,6035,6611,9421,735,6869,3464,5664,9881,9050,7455,3153,4442,5242,5335,8911,2610,2462,6340,5272,8668,924,582,5542,6270,2035,8502,6410,517,8187,8331,3898,7392,7887
"Cividate al Piano","Grumello del Monte",4751,59,8011,4109,4824,7334,9053,8029,3947,7985,838,5290,7194,3084,2607,3757,9056,6405,2059,4838,520,1319,954,3013,2474,9492,4691,4852,1433,7316,6387,583,8541,6613,5837,9466,3585,1578,1680,766,3510
"Cividate al Piano","IS area",2134,8493,3636,4652,9830,9771,3796,4329,909,1783,2682,6334,5380,9949,231,6007,2137,3148,6258,6870,5989,6379,7630,9977,7615,7537,1753,9892,4955,7288,3216,2690,2222,1626,7692,1291,4106,8922,479,9407,8487
"Cividate al Piano","Levate",2976,5411,8920,2937,7282,961,2125,6703,4220,9088,3592,5874,8474,2991,5686,1562,2653,3082,4799,9964,3237,3196,843,6818,3825,2265,4383,2761,6021,2660,3739,5795,5226,538,6310,3464,8683,3931,1328,9217,7085
"Cividate al Piano","Montello",8980,9715,9027,2678,4549,312,3815,4077,8763,5925,1932,5103,1502,7957,2804,1454,8149,3037,4843,3899,5335,6510,6420,73,7001,9630,9734,7400,9202,5782,4228,9330,1422,8776,8987,5961,5005,4074,8612,6155,1705
"Cividate al Piano","Ospitaletto",9865,4588,9472,9903,6650,9702,5606,3313,8583,8598,5879,9855,4809,1791,1906,9840,1886,7489,3759,7661,9217,8907,6838,2980,9478,125,8589,2224,7655,3237,4746,1565,2840,5209,4066,8028,3193,5121,8187,6360,5131
"Cividate al Piano","Paderno d'Adda",4589,234,7304,7303,6993,9270,1386,3220,4895,7215,4576,2351,6423,2244,5523,5869,3013,8720,2928,5547,787,361,7415,4837,187,8455,1617,3453,5288,787,1211,9349,933,4526,5861,4009,1199,7330,8826,7518,5365
"Cividate al Piano","Palazzolo sull'Oglio",2263,1003,2859,7918,2553,2051,7183,4359,2666,7351,3617,2366,5469,9229,1026,597,3709,5573,7667,8039,7489,5200,8847,9403,1464,2000,9760,5589,5094,9169,1041,1719,6756,7524,8271,3258,9652,1224,4699,594,4485
"Cividate al Piano","Peschiera del Garda",6427,3985,1103,4024,5379,7798,8442,1008,6732,9888,2112,5263,7636,198,5397,8725,7451,4199,1199,4995,5354,7749,3016,7850,1379,9083,6579,5310,9896,7883,8872,8877,2833,4555,8955,9911,1167,8021,2075,9824,9621
"Cividate al Piano","Ponte San Pietro",8289,2531,4859,7410,6442,5913,5233,1010,6245,1890,5243,520,8242,4745,4360,788,1396,6636,2261,453,8583,764,3009,7419,1681,6613,5135,1035,5912,9506,8618,5365,6829,1415,5133,5280,7592,242,1219,4872,167
"Cividate al Piano","Romano di Lombardia",2446,7100,7732,7579,4945,5451,4121,4270,9688,1217,5893,3624,6649,5370,2373,7949,403,9270,8945,3787,9549,9970,310,1638,1371,3844,420,7366,1281,678,5028,7075,4468,7370,7628,1331,8404,2552,4799,1562,7059
"Cividate al Piano","Rovato",4649,4582,1462,1506,7298,3055,4723,5139,1493,8160,8639,1090,8274,9377,9880,3799,9834,7926,11,1021,6415,7926,1113,7583,3506,1638,5176,2738,6951,643,1831,4550,4297,5602,4765,1579,3408,1386,5978,1491,6469
"Cividate al Piano","Seriate",4482,6966,4675,908,1435,4749,299,4092,8079,7135,6483,5869,8029,4181,3029,3297,2210,5726,5776,4616,9191,136,8426,1826,1362,5958,3148,6227,678,1628,4874,4472,5762,1681,4372,4673,5170,1723,5315,9372,3596
"Cividate al Piano","Stezzano",2521,4239,5767,3021,5811,7615,8198,7876,8501,8385,9823,3105,2250,5301,4672,642,9457,908,4233,4134,8589,8645,141,6064,3418,4271,9419,8657,714,2428,6024,3796,460,9353,6743,4695,4317,6929,9272,102,9282
"Cividate al Piano","Terno d'Isola",18,4399,6899,1563,3102,1470,8640,4956,1925,8459,2053,2155,4027,3687,9457,8426,6769,746,9777,6141,1204,4138,9704,5277,2791,3889,4521,3443,5671,93,9529,8141,4786,5492,9689,418,7170,8802,1744,7520,4702
"Cividate al Piano","Treviglio",468,1267,9183,6497,7893,9353,4412,5300,8213,1286,2159,1526,7883,4436,8184,40,305,9078,4510,9886,4423,5575,7229,5131,1464,5745,5718,359,9853,8856,8243,6102,1967,457,6963,7537,8854,9234,3248,9202,1917
"Cividate al Piano","Verdellino",7124,4657,3182,1471,6880,7593,5015,10,4673,3657,2466,9628,3511,5614,4904,1132,8164,3539,185,7740,8356,8955,7482,303,1171,8348,2233,9314,4424,1248,8681,3734,8199,9041,808,8771,9631,3212,7106,6886,9629
"Cividate al Piano","Verona",8687,6051,3328,1285,1898,2528,7078,5225,6721,1241,4006,629,6101,9609,7480,5983,3769,6450,5166,6139,3711,659,2838,8860,1866,8153,9970,6658,5826,7796,4807,3320,9289,7137,3340,7761,8259,9027,2073,6239,2944
"Coccaglio","Albano Sant'Alessandro",6555,3193,5933,1872,9606,3679,5511,5336,4920,7096,4615,4455,4275,8516,7354,1167,6048,993,3217,4539,2940,2014,9374,1410,6607,9041,3683,4241,4225,3762,1901,9865,9574,6852,2072,9903,7684,9346,9126,2753,3030
"Coccaglio","Arcene",4825,3468,4563,9007,1524,1275,5380,5900,3267,350,9829,9812,6463,7113,3681,5612,8764,802,6253,8798,2045,3305,3700,3350,2061,3098,1333,5913,4898,8302,4592,4298,4669,9611,9526,8552,3858,898,9074,5497,2037
"Coccaglio","Bariano",8081,3055,1843,4922,1728,6348,6891,5495,6429,1470,2700,4720,9236,662,5432,7568,6213,4689,8257,2538,4658,9843,9383,8100,9258,5190,6297,275,3600,2772,1679,3166,8313,6639,9963,1289,2936,4076,1700,3446,5400
"Coccaglio","Bergamo",8047,43,2394,7575,5206,6984,4483,8233,3450,2628,9574,2744,5203,3320,5061,1232,8250,3062,2645,9328,1444,1902,2736,4818,2495,9455,482,8489,5397,4434,554,9649,5995,7581,3819,2580,127,3439,767,9081,5869
